field,company_name,company_id,question,url
employees_latinx,Microsoft,12,What percentage of Microsoft employees are hispanic?,https://www.google.com/search?q=What+percentage+of+Microsoft+employees+are+hispanic?
employees_indigenous,Microsoft,12,What percentage of Microsoft employees are native american?,https://www.google.com/search?q=What+percentage+of+Microsoft+employees+are+native+american?
employees_white,Microsoft,12,What percentage of Microsoft employees are white?,https://www.google.com/search?q=What+percentage+of+Microsoft+employees+are+white?
company_website,Microsoft,12,What is the website for Microsoft?,https://www.google.com/search?q=What+is+the+website+for+Microsoft?
company_founded_year,Microsoft,12,What year was Microsoft founded?,https://www.google.com/search?q=What+year+was+Microsoft+founded?
company_size,Microsoft,12,How many employees does Microsoft have?,https://www.google.com/search?q=How+many+employees+does+Microsoft+have?
company_headquarters,Microsoft,12,Where are the headquarters for Microsoft?,https://www.google.com/search?q=Where+are+the+headquarters+for+Microsoft?
company_glassdoor,Microsoft,12,What is the Glassdoor overall rating for Microsoft?,https://www.google.com/search?q=What+is+the+Glassdoor+overall+rating+for+Microsoft?
company_work_life,Microsoft,12,What is the Glassdoor work life balance rating for Microsoft?,https://www.google.com/search?q=What+is+the+Glassdoor+work+life+balance+rating+for+Microsoft?
employees_female,Protiviti,13,What percentage of Protiviti employees are female?,https://www.google.com/search?q=What+percentage+of+Protiviti+employees+are+female?
employees_male,Protiviti,13,What percentage of Protiviti employees are male?,https://www.google.com/search?q=What+percentage+of+Protiviti+employees+are+male?
employees_asian,Protiviti,13,What percentage of Protiviti employees are asian?,https://www.google.com/search?q=What+percentage+of+Protiviti+employees+are+asian?
employees_black,Protiviti,13,What percentage of Protiviti employees are black?,https://www.google.com/search?q=What+percentage+of+Protiviti+employees+are+black?
employees_latinx,Protiviti,13,What percentage of Protiviti employees are hispanic?,https://www.google.com/search?q=What+percentage+of+Protiviti+employees+are+hispanic?
employees_indigenous,Protiviti,13,What percentage of Protiviti employees are native american?,https://www.google.com/search?q=What+percentage+of+Protiviti+employees+are+native+american?
employees_white,Protiviti,13,What percentage of Protiviti employees are white?,https://www.google.com/search?q=What+percentage+of+Protiviti+employees+are+white?
company_website,Protiviti,13,What is the website for Protiviti?,https://www.google.com/search?q=What+is+the+website+for+Protiviti?
company_founded_year,Protiviti,13,What year was Protiviti founded?,https://www.google.com/search?q=What+year+was+Protiviti+founded?
company_size,Protiviti,13,How many employees does Protiviti have?,https://www.google.com/search?q=How+many+employees+does+Protiviti+have?
company_headquarters,Protiviti,13,Where are the headquarters for Protiviti?,https://www.google.com/search?q=Where+are+the+headquarters+for+Protiviti?
company_glassdoor,Protiviti,13,What is the Glassdoor overall rating for Protiviti?,https://www.google.com/search?q=What+is+the+Glassdoor+overall+rating+for+Protiviti?
company_work_life,Protiviti,13,What is the Glassdoor work life balance rating for Protiviti?,https://www.google.com/search?q=What+is+the+Glassdoor+work+life+balance+rating+for+Protiviti?
employees_female,Coinbase,14,What percentage of Coinbase employees are female?,https://www.google.com/search?q=What+percentage+of+Coinbase+employees+are+female?
employees_male,Coinbase,14,What percentage of Coinbase employees are male?,https://www.google.com/search?q=What+percentage+of+Coinbase+employees+are+male?
employees_asian,Coinbase,14,What percentage of Coinbase employees are asian?,https://www.google.com/search?q=What+percentage+of+Coinbase+employees+are+asian?
employees_black,Coinbase,14,What percentage of Coinbase employees are black?,https://www.google.com/search?q=What+percentage+of+Coinbase+employees+are+black?
employees_latinx,Coinbase,14,What percentage of Coinbase employees are hispanic?,https://www.google.com/search?q=What+percentage+of+Coinbase+employees+are+hispanic?
employees_indigenous,Coinbase,14,What percentage of Coinbase employees are native american?,https://www.google.com/search?q=What+percentage+of+Coinbase+employees+are+native+american?
employees_white,Coinbase,14,What percentage of Coinbase employees are white?,https://www.google.com/search?q=What+percentage+of+Coinbase+employees+are+white?
company_website,Coinbase,14,What is the website for Coinbase?,https://www.google.com/search?q=What+is+the+website+for+Coinbase?
company_founded_year,Coinbase,14,What year was Coinbase founded?,https://www.google.com/search?q=What+year+was+Coinbase+founded?
company_size,Coinbase,14,How many employees does Coinbase have?,https://www.google.com/search?q=How+many+employees+does+Coinbase+have?
company_headquarters,Coinbase,14,Where are the headquarters for Coinbase?,https://www.google.com/search?q=Where+are+the+headquarters+for+Coinbase?
company_glassdoor,Coinbase,14,What is the Glassdoor overall rating for Coinbase?,https://www.google.com/search?q=What+is+the+Glassdoor+overall+rating+for+Coinbase?
company_work_life,Coinbase,14,What is the Glassdoor work life balance rating for Coinbase?,https://www.google.com/search?q=What+is+the+Glassdoor+work+life+balance+rating+for+Coinbase?
employees_female,NuStar Energy,15,What percentage of NuStar Energy employees are female?,https://www.google.com/search?q=What+percentage+of+NuStar+Energy+employees+are+female?
employees_male,NuStar Energy,15,What percentage of NuStar Energy employees are male?,https://www.google.com/search?q=What+percentage+of+NuStar+Energy+employees+are+male?
employees_asian,NuStar Energy,15,What percentage of NuStar Energy employees are asian?,https://www.google.com/search?q=What+percentage+of+NuStar+Energy+employees+are+asian?
employees_black,NuStar Energy,15,What percentage of NuStar Energy employees are black?,https://www.google.com/search?q=What+percentage+of+NuStar+Energy+employees+are+black?
employees_latinx,NuStar Energy,15,What percentage of NuStar Energy employees are hispanic?,https://www.google.com/search?q=What+percentage+of+NuStar+Energy+employees+are+hispanic?
employees_indigenous,NuStar Energy,15,What percentage of NuStar Energy employees are native american?,https://www.google.com/search?q=What+percentage+of+NuStar+Energy+employees+are+native+american?
employees_white,NuStar Energy,15,What percentage of NuStar Energy employees are white?,https://www.google.com/search?q=What+percentage+of+NuStar+Energy+employees+are+white?
company_website,NuStar Energy,15,What is the website for NuStar Energy?,https://www.google.com/search?q=What+is+the+website+for+NuStar+Energy?
company_founded_year,NuStar Energy,15,What year was NuStar Energy founded?,https://www.google.com/search?q=What+year+was+NuStar+Energy+founded?
company_size,NuStar Energy,15,How many employees does NuStar Energy have?,https://www.google.com/search?q=How+many+employees+does+NuStar+Energy+have?
company_headquarters,NuStar Energy,15,Where are the headquarters for NuStar Energy?,https://www.google.com/search?q=Where+are+the+headquarters+for+NuStar+Energy?
company_glassdoor,NuStar Energy,15,What is the Glassdoor overall rating for NuStar Energy?,https://www.google.com/search?q=What+is+the+Glassdoor+overall+rating+for+NuStar+Energy?
company_work_life,NuStar Energy,15,What is the Glassdoor work life balance rating for NuStar Energy?,https://www.google.com/search?q=What+is+the+Glassdoor+work+life+balance+rating+for+NuStar+Energy?
employees_female,Camden Property Trust,17,What percentage of Camden Property Trust employees are female?,https://www.google.com/search?q=What+percentage+of+Camden+Property+Trust+employees+are+female?
employees_male,Camden Property Trust,17,What percentage of Camden Property Trust employees are male?,https://www.google.com/search?q=What+percentage+of+Camden+Property+Trust+employees+are+male?
employees_asian,Camden Property Trust,17,What percentage of Camden Property Trust employees are asian?,https://www.google.com/search?q=What+percentage+of+Camden+Property+Trust+employees+are+asian?
employees_black,Camden Property Trust,17,What percentage of Camden Property Trust employees are black?,https://www.google.com/search?q=What+percentage+of+Camden+Property+Trust+employees+are+black?
employees_latinx,Camden Property Trust,17,What percentage of Camden Property Trust employees are hispanic?,https://www.google.com/search?q=What+percentage+of+Camden+Property+Trust+employees+are+hispanic?
employees_indigenous,Camden Property Trust,17,What percentage of Camden Property Trust employees are native american?,https://www.google.com/search?q=What+percentage+of+Camden+Property+Trust+employees+are+native+american?
employees_white,Camden Property Trust,17,What percentage of Camden Property Trust employees are white?,https://www.google.com/search?q=What+percentage+of+Camden+Property+Trust+employees+are+white?
company_website,Camden Property Trust,17,What is the website for Camden Property Trust?,https://www.google.com/search?q=What+is+the+website+for+Camden+Property+Trust?
company_founded_year,Camden Property Trust,17,What year was Camden Property Trust founded?,https://www.google.com/search?q=What+year+was+Camden+Property+Trust+founded?
company_size,Camden Property Trust,17,How many employees does Camden Property Trust have?,https://www.google.com/search?q=How+many+employees+does+Camden+Property+Trust+have?
company_headquarters,Camden Property Trust,17,Where are the headquarters for Camden Property Trust?,https://www.google.com/search?q=Where+are+the+headquarters+for+Camden+Property+Trust?
company_glassdoor,Camden Property Trust,17,What is the Glassdoor overall rating for Camden Property Trust?,https://www.google.com/search?q=What+is+the+Glassdoor+overall+rating+for+Camden+Property+Trust?
company_work_life,Camden Property Trust,17,What is the Glassdoor work life balance rating for Camden Property Trust?,https://www.google.com/search?q=What+is+the+Glassdoor+work+life+balance+rating+for+Camden+Property+Trust?
employees_female,Bank of America,18,What percentage of Bank of America employees are female?,https://www.google.com/search?q=What+percentage+of+Bank+of+America+employees+are+female?
employees_male,Bank of America,18,What percentage of Bank of America employees are male?,https://www.google.com/search?q=What+percentage+of+Bank+of+America+employees+are+male?
employees_asian,Bank of America,18,What percentage of Bank of America employees are asian?,https://www.google.com/search?q=What+percentage+of+Bank+of+America+employees+are+asian?
employees_black,Bank of America,18,What percentage of Bank of America employees are black?,https://www.google.com/search?q=What+percentage+of+Bank+of+America+employees+are+black?
employees_latinx,Bank of America,18,What percentage of Bank of America employees are hispanic?,https://www.google.com/search?q=What+percentage+of+Bank+of+America+employees+are+hispanic?
employees_indigenous,Bank of America,18,What percentage of Bank of America employees are native american?,https://www.google.com/search?q=What+percentage+of+Bank+of+America+employees+are+native+american?
employees_white,Bank of America,18,What percentage of Bank of America employees are white?,https://www.google.com/search?q=What+percentage+of+Bank+of+America+employees+are+white?
company_website,Bank of America,18,What is the website for Bank of America?,https://www.google.com/search?q=What+is+the+website+for+Bank+of+America?
company_founded_year,Bank of America,18,What year was Bank of America founded?,https://www.google.com/search?q=What+year+was+Bank+of+America+founded?
company_size,Bank of America,18,How many employees does Bank of America have?,https://www.google.com/search?q=How+many+employees+does+Bank+of+America+have?
company_headquarters,Bank of America,18,Where are the headquarters for Bank of America?,https://www.google.com/search?q=Where+are+the+headquarters+for+Bank+of+America?
company_glassdoor,Bank of America,18,What is the Glassdoor overall rating for Bank of America?,https://www.google.com/search?q=What+is+the+Glassdoor+overall+rating+for+Bank+of+America?
company_work_life,Bank of America,18,What is the Glassdoor work life balance rating for Bank of America?,https://www.google.com/search?q=What+is+the+Glassdoor+work+life+balance+rating+for+Bank+of+America?
employees_female,Hilcorp,19,What percentage of Hilcorp employees are female?,https://www.google.com/search?q=What+percentage+of+Hilcorp+employees+are+female?
employees_male,Hilcorp,19,What percentage of Hilcorp employees are male?,https://www.google.com/search?q=What+percentage+of+Hilcorp+employees+are+male?
employees_asian,Hilcorp,19,What percentage of Hilcorp employees are asian?,https://www.google.com/search?q=What+percentage+of+Hilcorp+employees+are+asian?
employees_black,Hilcorp,19,What percentage of Hilcorp employees are black?,https://www.google.com/search?q=What+percentage+of+Hilcorp+employees+are+black?
employees_latinx,Hilcorp,19,What percentage of Hilcorp employees are hispanic?,https://www.google.com/search?q=What+percentage+of+Hilcorp+employees+are+hispanic?
employees_indigenous,Hilcorp,19,What percentage of Hilcorp employees are native american?,https://www.google.com/search?q=What+percentage+of+Hilcorp+employees+are+native+american?
employees_white,Hilcorp,19,What percentage of Hilcorp employees are white?,https://www.google.com/search?q=What+percentage+of+Hilcorp+employees+are+white?
company_website,Hilcorp,19,What is the website for Hilcorp?,https://www.google.com/search?q=What+is+the+website+for+Hilcorp?
company_founded_year,Hilcorp,19,What year was Hilcorp founded?,https://www.google.com/search?q=What+year+was+Hilcorp+founded?
company_size,Hilcorp,19,How many employees does Hilcorp have?,https://www.google.com/search?q=How+many+employees+does+Hilcorp+have?
company_headquarters,Hilcorp,19,Where are the headquarters for Hilcorp?,https://www.google.com/search?q=Where+are+the+headquarters+for+Hilcorp?
company_glassdoor,Hilcorp,19,What is the Glassdoor overall rating for Hilcorp?,https://www.google.com/search?q=What+is+the+Glassdoor+overall+rating+for+Hilcorp?
company_work_life,Hilcorp,19,What is the Glassdoor work life balance rating for Hilcorp?,https://www.google.com/search?q=What+is+the+Glassdoor+work+life+balance+rating+for+Hilcorp?
employees_female,Lazarus Energy,20,What percentage of Lazarus Energy employees are female?,https://www.google.com/search?q=What+percentage+of+Lazarus+Energy+employees+are+female?
employees_male,Lazarus Energy,20,What percentage of Lazarus Energy employees are male?,https://www.google.com/search?q=What+percentage+of+Lazarus+Energy+employees+are+male?
employees_asian,Lazarus Energy,20,What percentage of Lazarus Energy employees are asian?,https://www.google.com/search?q=What+percentage+of+Lazarus+Energy+employees+are+asian?
employees_black,Lazarus Energy,20,What percentage of Lazarus Energy employees are black?,https://www.google.com/search?q=What+percentage+of+Lazarus+Energy+employees+are+black?
employees_latinx,Lazarus Energy,20,What percentage of Lazarus Energy employees are hispanic?,https://www.google.com/search?q=What+percentage+of+Lazarus+Energy+employees+are+hispanic?
employees_indigenous,Lazarus Energy,20,What percentage of Lazarus Energy employees are native american?,https://www.google.com/search?q=What+percentage+of+Lazarus+Energy+employees+are+native+american?
employees_white,Lazarus Energy,20,What percentage of Lazarus Energy employees are white?,https://www.google.com/search?q=What+percentage+of+Lazarus+Energy+employees+are+white?
company_website,Lazarus Energy,20,What is the website for Lazarus Energy?,https://www.google.com/search?q=What+is+the+website+for+Lazarus+Energy?
company_founded_year,Lazarus Energy,20,What year was Lazarus Energy founded?,https://www.google.com/search?q=What+year+was+Lazarus+Energy+founded?
company_size,Lazarus Energy,20,How many employees does Lazarus Energy have?,https://www.google.com/search?q=How+many+employees+does+Lazarus+Energy+have?
company_headquarters,Lazarus Energy,20,Where are the headquarters for Lazarus Energy?,https://www.google.com/search?q=Where+are+the+headquarters+for+Lazarus+Energy?
company_glassdoor,Lazarus Energy,20,What is the Glassdoor overall rating for Lazarus Energy?,https://www.google.com/search?q=What+is+the+Glassdoor+overall+rating+for+Lazarus+Energy?
company_work_life,Lazarus Energy,20,What is the Glassdoor work life balance rating for Lazarus Energy?,https://www.google.com/search?q=What+is+the+Glassdoor+work+life+balance+rating+for+Lazarus+Energy?
employees_female,Intuit,21,What percentage of Intuit employees are female?,https://www.google.com/search?q=What+percentage+of+Intuit+employees+are+female?
employees_male,Intuit,21,What percentage of Intuit employees are male?,https://www.google.com/search?q=What+percentage+of+Intuit+employees+are+male?
employees_asian,Intuit,21,What percentage of Intuit employees are asian?,https://www.google.com/search?q=What+percentage+of+Intuit+employees+are+asian?
employees_black,Intuit,21,What percentage of Intuit employees are black?,https://www.google.com/search?q=What+percentage+of+Intuit+employees+are+black?
employees_latinx,Intuit,21,What percentage of Intuit employees are hispanic?,https://www.google.com/search?q=What+percentage+of+Intuit+employees+are+hispanic?
employees_indigenous,Intuit,21,What percentage of Intuit employees are native american?,https://www.google.com/search?q=What+percentage+of+Intuit+employees+are+native+american?
employees_white,Intuit,21,What percentage of Intuit employees are white?,https://www.google.com/search?q=What+percentage+of+Intuit+employees+are+white?
company_website,Intuit,21,What is the website for Intuit?,https://www.google.com/search?q=What+is+the+website+for+Intuit?
company_founded_year,Intuit,21,What year was Intuit founded?,https://www.google.com/search?q=What+year+was+Intuit+founded?
company_size,Intuit,21,How many employees does Intuit have?,https://www.google.com/search?q=How+many+employees+does+Intuit+have?
company_headquarters,Intuit,21,Where are the headquarters for Intuit?,https://www.google.com/search?q=Where+are+the+headquarters+for+Intuit?
company_glassdoor,Intuit,21,What is the Glassdoor overall rating for Intuit?,https://www.google.com/search?q=What+is+the+Glassdoor+overall+rating+for+Intuit?
company_work_life,Intuit,21,What is the Glassdoor work life balance rating for Intuit?,https://www.google.com/search?q=What+is+the+Glassdoor+work+life+balance+rating+for+Intuit?
employees_female,Cooley,22,What percentage of Cooley employees are female?,https://www.google.com/search?q=What+percentage+of+Cooley+employees+are+female?
employees_male,Cooley,22,What percentage of Cooley employees are male?,https://www.google.com/search?q=What+percentage+of+Cooley+employees+are+male?
employees_asian,Cooley,22,What percentage of Cooley employees are asian?,https://www.google.com/search?q=What+percentage+of+Cooley+employees+are+asian?
employees_black,Cooley,22,What percentage of Cooley employees are black?,https://www.google.com/search?q=What+percentage+of+Cooley+employees+are+black?
employees_latinx,Cooley,22,What percentage of Cooley employees are hispanic?,https://www.google.com/search?q=What+percentage+of+Cooley+employees+are+hispanic?
employees_indigenous,Cooley,22,What percentage of Cooley employees are native american?,https://www.google.com/search?q=What+percentage+of+Cooley+employees+are+native+american?
employees_white,Cooley,22,What percentage of Cooley employees are white?,https://www.google.com/search?q=What+percentage+of+Cooley+employees+are+white?
company_website,Cooley,22,What is the website for Cooley?,https://www.google.com/search?q=What+is+the+website+for+Cooley?
company_founded_year,Cooley,22,What year was Cooley founded?,https://www.google.com/search?q=What+year+was+Cooley+founded?
company_size,Cooley,22,How many employees does Cooley have?,https://www.google.com/search?q=How+many+employees+does+Cooley+have?
company_headquarters,Cooley,22,Where are the headquarters for Cooley?,https://www.google.com/search?q=Where+are+the+headquarters+for+Cooley?
company_glassdoor,Cooley,22,What is the Glassdoor overall rating for Cooley?,https://www.google.com/search?q=What+is+the+Glassdoor+overall+rating+for+Cooley?
company_work_life,Cooley,22,What is the Glassdoor work life balance rating for Cooley?,https://www.google.com/search?q=What+is+the+Glassdoor+work+life+balance+rating+for+Cooley?
employees_female,Quicken Loans,23,What percentage of Quicken Loans employees are female?,https://www.google.com/search?q=What+percentage+of+Quicken+Loans+employees+are+female?
employees_male,Quicken Loans,23,What percentage of Quicken Loans employees are male?,https://www.google.com/search?q=What+percentage+of+Quicken+Loans+employees+are+male?
employees_asian,Quicken Loans,23,What percentage of Quicken Loans employees are asian?,https://www.google.com/search?q=What+percentage+of+Quicken+Loans+employees+are+asian?
employees_black,Quicken Loans,23,What percentage of Quicken Loans employees are black?,https://www.google.com/search?q=What+percentage+of+Quicken+Loans+employees+are+black?
employees_latinx,Quicken Loans,23,What percentage of Quicken Loans employees are hispanic?,https://www.google.com/search?q=What+percentage+of+Quicken+Loans+employees+are+hispanic?
employees_indigenous,Quicken Loans,23,What percentage of Quicken Loans employees are native american?,https://www.google.com/search?q=What+percentage+of+Quicken+Loans+employees+are+native+american?
employees_white,Quicken Loans,23,What percentage of Quicken Loans employees are white?,https://www.google.com/search?q=What+percentage+of+Quicken+Loans+employees+are+white?
company_website,Quicken Loans,23,What is the website for Quicken Loans?,https://www.google.com/search?q=What+is+the+website+for+Quicken+Loans?
company_founded_year,Quicken Loans,23,What year was Quicken Loans founded?,https://www.google.com/search?q=What+year+was+Quicken+Loans+founded?
