Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
standing-figure-dress-t-shirt-white,,,,,,,,,XL,,,,,101-500-34-XL,0.0,shopify,-1,deny,manual,55.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,22.00,
standing-figure-dress-t-shirt-white,,,,,,,,,XXL,,,,,101-500-34-XXL,0.0,shopify,0,deny,manual,55.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,22.00,
standing-figure-dress-t-shirt-black,Standing Figure Dress Tee Black,"",DENIM TEARS,,,"",false,Size,S,,,,,101-101-34-S,0.0,shopify,0,deny,manual,0.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,lb,,,draft
standing-figure-dress-t-shirt-black,,,,,,,,,M,,,,,101-101-34-M,0.0,shopify,0,deny,manual,0.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,,
standing-figure-dress-t-shirt-black,,,,,,,,,L,,,,,101-101-34-L,0.0,shopify,0,deny,manual,0.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,,
standing-figure-dress-t-shirt-black,,,,,,,,,XL,,,,,101-101-34-XL,0.0,shopify,0,deny,manual,0.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,,
standing-figure-dress-t-shirt-black,,,,,,,,,XXL,,,,,101-101-34-XXL,0.0,shopify,0,deny,manual,0.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,,
from-the-clay-jean,Brick Mason Jean,"<meta charset=""UTF-8"">
<div data-mce-fragment=""1"">
<span data-mce-fragment=""1"">The Denim Tears 501® is inspired by the 1954 cut, with a straight fit through the seat and thigh, sits at your waist and is a slightly tapered leg.</span><br data-mce-fragment=""1"">
</div>
<div data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><br data-mce-fragment=""1"">
</div>
<div data-mce-fragment=""1""><span data-mce-fragment=""1"">Each jean is hand painted in Los Angeles, CA. The jean started as a white denim, which is then pigment sprayed in a gradate red clay. Paint is applied and then the denim is stone washed to give the jean a lived in feel. </span></div>
<ul data-mce-fragment=""1"" data-v-87e3be60="""">
<li data-mce-fragment=""1"" data-v-87e3be60="""">100% cotton</li>
<li data-mce-fragment=""1"" data-v-87e3be60="""">Non-stretch 14 oz denim</li>
<li data-mce-fragment=""1"" data-v-87e3be60="""">Button fly</li>
<li data-mce-fragment=""1"" data-v-87e3be60="""">5-pocket styling</li>
<li data-mce-fragment=""1"" data-v-87e3be60=""""><span data-mce-fragment=""1"">When you eventually do wash your jeans, machine wash cold; Wash and dry inside out with like colors, preferably with a liquid detergent.</span></li>
<li data-mce-fragment=""1"" data-v-87e3be60="""">Measurements based on size 33 waist</li>
<li data-mce-fragment=""1"" data-v-87e3be60="""">Front rise: 11.5”</li>
<li data-mce-fragment=""1"" data-v-87e3be60="""">Leg opening: 15.25”</li>
</ul>",DENIM TEARS,,,"",false,Size,27,,,,,501-907-34-27,907.18474,shopify,0,deny,manual,310.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/StudioSession06-23-2021-013.jpg?v=1631653647,1,,false,,,,,,,,,,,,,,,,,lb,PC040100,,active
from-the-clay-jean,,,,,,,,,28,,,,,501-907-34-28,907.18474,shopify,0,deny,manual,310.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/StudioSession06-23-2021-015.jpg?v=1631653647,2,,,,,,,,,,,,,,,,,,,lb,PC040100,,
from-the-clay-jean,,,,,,,,,29,,,,,501-907-34-29,907.18474,shopify,0,deny,manual,310.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040100,,
from-the-clay-jean,,,,,,,,,30,,,,,501-907-34-30,907.18474,shopify,0,deny,manual,310.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040100,,
from-the-clay-jean,,,,,,,,,31,,,,,501-907-34-31,907.18474,shopify,0,deny,manual,310.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040100,,
from-the-clay-jean,,,,,,,,,32,,,,,501-907-34-32,907.18474,shopify,0,deny,manual,310.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040100,,
from-the-clay-jean,,,,,,,,,33,,,,,501-907-34-33,907.18474,shopify,0,deny,manual,310.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040100,,
from-the-clay-jean,,,,,,,,,34,,,,,501-907-34-34,907.18474,shopify,0,deny,manual,310.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040100,,
from-the-clay-jean,,,,,,,,,36,,,,,501-907-34-36,907.18474,shopify,0,deny,manual,310.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040100,,
from-the-clay-jean,,,,,,,,,38,,,,,501-907-34-38,907.18474,shopify,0,deny,manual,310.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040100,,
from-the-clay-jean,,,,,,,,,40,,,,,501-907-34-40,907.18474,shopify,2,deny,manual,310.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040100,,
from-the-clay-crewneck,from the clay crewneck,"",DENIM TEARS,,,"",false,Size,S,,,,,301-907-34-S,907.18474,shopify,20,deny,manual,160.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/025.jpg?v=1632347270,1,,false,,,,,,,,,,,,,,,,,lb,,,active
from-the-clay-crewneck,,,,,,,,,M,,,,,301-907-34-M,907.18474,shopify,23,deny,manual,160.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/027.jpg?v=1632347270,2,,,,,,,,,,,,,,,,,,,lb,,,
from-the-clay-crewneck,,,,,,,,,L,,,,,301-907-34-L,907.18474,shopify,27,deny,manual,160.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,,
from-the-clay-crewneck,,,,,,,,,XL,,,,,301-907-34-XL,907.18474,shopify,30,deny,manual,160.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,,
from-the-clay-crewneck,,,,,,,,,XXL,,,,,301-907-34-XXL,907.18474,shopify,14,deny,manual,160.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,,
from-the-clay-tee,Brick Mason tee,"<p>Made in the USA </p>
<p>100% Cotton </p>
<p>Each shirt is sprayed with a gradate pigment dye</p>",DENIM TEARS,,,"",false,Size,S,,,,,101-907-34-S,0.0,shopify,13,deny,manual,55.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/016.jpg?v=1631653551,1,,false,,,,,,,,,,,,,,,,,lb,,26.00,draft
from-the-clay-tee,,,,,,,,,M,,,,,101-907-34-M,0.0,shopify,25,deny,manual,55.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/018.jpg?v=1631653551,2,,,,,,,,,,,,,,,,,,,lb,,26.00,
from-the-clay-tee,,,,,,,,,L,,,,,101-907-34-L,0.0,shopify,18,deny,manual,55.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,26.00,
from-the-clay-tee,,,,,,,,,XL,,,,,101-907-34-XL,0.0,shopify,21,deny,manual,55.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,26.00,
from-the-clay-tee,,,,,,,,,XXL,,,,,101-907-34-XXL,0.0,shopify,10,deny,manual,55.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,26.00,
from-the-clay-hoodie,From the clay crewneck,"",DENIM TEARS,,,"",false,Size,S,,,,,201-907-34-S,907.18474,shopify,4,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/021_eccef3fe-0b02-4c7d-8e5c-700e741b9486.jpg?v=1632347106,1,,false,,,,,,,,,,,,,,,,,lb,,,draft
from-the-clay-hoodie,,,,,,,,,M,,,,,201-907-34-M,907.18474,shopify,10,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/022_4e1aa871-82b8-462a-a003-826af8a94bea.jpg?v=1632347106,2,,,,,,,,,,,,,,,,,,,lb,,,
from-the-clay-hoodie,,,,,,,,,L,,,,,201-907-34-L,907.18474,shopify,14,deny,manual,0.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,,
from-the-clay-hoodie,,,,,,,,,XL,,,,,201-907-34-XL,907.18474,shopify,15,deny,manual,0.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,,
from-the-clay-hoodie,,,,,,,,,XXL,,,,,201-907-34-XXL,907.18474,shopify,3,deny,manual,0.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,,
the-met-hat,The Met Hat,"",DENIM TEARS,,,"",false,Title,Default Title,,,,,"",0.0,shopify,30,deny,manual,45.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,lb,,11.00,active
vintage-501-the-cotton-wreath-1,Vintage 501 'The Cotton Wreath',"",DENIM TEARS,,,"",false,Size,28,,,,,"",0.0,shopify,16,deny,manual,295.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/BlackPantsFront.png?v=1631278590,1,,false,,,,,,,,,,,,,,,,,lb,,,active
vintage-501-the-cotton-wreath-1,,,,,,,,,30,,,,,"",0.0,shopify,12,deny,manual,295.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,,
vintage-501-the-cotton-wreath-1,,,,,,,,,32,,,,,"",0.0,shopify,8,deny,manual,295.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,,
vintage-501-the-cotton-wreath-1,,,,,,,,,34,,,,,"",0.0,shopify,5,deny,manual,295.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,,
vintage-501-the-cotton-wreath-1,,,,,,,,,36,,,,,"",0.0,shopify,5,deny,manual,295.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,,
vintage-501-the-cotton-wreath-1,,,,,,,,,38,,,,,"",0.0,shopify,13,deny,manual,295.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,,
vintage-501-the-cotton-wreath,Vintage 501 'The Cotton Wreath',"",DENIM TEARS,,,"",false,Size,28,,,,,"",0.0,shopify,4,deny,manual,295.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/BlueJeansFrontcopy.png?v=1631277867,1,,false,,,,,,,,,,,,,,,,,lb,,21.00,active
vintage-501-the-cotton-wreath,,,,,,,,,30,,,,,"",0.0,shopify,0,deny,manual,295.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,21.00,
vintage-501-the-cotton-wreath,,,,,,,,,32,,,,,"",0.0,shopify,1,deny,manual,295.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,21.00,
vintage-501-the-cotton-wreath,,,,,,,,,34,,,,,"",0.0,shopify,-9,deny,manual,295.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,21.00,
vintage-501-the-cotton-wreath,,,,,,,,,36,,,,,"",0.0,shopify,-2,deny,manual,295.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,21.00,
vintage-501-the-cotton-wreath,,,,,,,,,38,,,,,"",0.0,shopify,14,deny,manual,295.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,21.00,
asics-clay,Red clay Asics color cream,"<p><meta charset=""UTF-8""><span data-mce-fragment=""1"">Denim Tears x ASICS GEL</span><span data-mce-fragment=""1"">-</span><span data-mce-fragment=""1"">MC PLUS™</span></p>
<p><span data-mce-fragment=""1"">An archived ASICS running shoe that was originally created in 1995 by GEL-Lyte III designer, Shigeyuki Mitsui. </span></p>
<p><meta charset=""UTF-8""><span> Inspired by summers spent in Harlem, GA, the </span><span>color ways tie directly back to the red clay </span><span>that stained Emory’s sneakers when </span><span>he played outside as a child on Harlem’s unpaved, red clay roads.</span></p>
<p><br></p>",DENIM TEARS,,Shoes,"",true,Size,4,,,,,194851995742,1360.77711,shopify,3,deny,manual,160.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/1201A671_100_SR_RT_GLB.png?v=1632925674,1,,false,,,,,,,,,,,,,,,,,lb,PC040144,70.40,active
asics-clay,,,,,,,,,4 1/2,,,,,194851995896,1360.77711,shopify,4,deny,manual,160.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/1201A671_100_SB_BK_GLB.png?v=1632925674,2,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-clay,,,,,,,,,5,,,,,194851995889,1360.77711,shopify,10,deny,manual,160.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/1201A671_100_SB_FR_GLB.png?v=1632925674,3,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-clay,,,,,,,,,5 1/2,,,,,194851995766,1360.77711,shopify,1,deny,manual,160.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/1201A671_100_SB_BT_GLB.png?v=1632925674,4,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-clay,,,,,,,,,6,,,,,194851995759,1360.77711,shopify,11,deny,manual,160.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/1201A671_100_SB_FL_GLB.png?v=1632925674,5,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-clay,,,,,,,,,6 1/2,,,,,194851995797,1360.77711,shopify,6,deny,manual,160.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/1201A671_100_SB_TP_GLB.png?v=1632925674,6,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-clay,,,,,,,,,7,,,,,194851995841,1360.77711,shopify,15,deny,manual,160.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/1201A671_100_SR_LT_GLB.png?v=1632925674,7,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-clay,,,,,,,,,7 1/2,,,,,194851995803,1360.77711,shopify,9,deny,manual,160.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-clay,,,,,,,,,8,,,,,194851995773,1360.77711,shopify,23,deny,manual,160.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-clay,,,,,,,,,8 1/2,,,,,194851995780,1360.77711,shopify,17,deny,manual,160.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-clay,,,,,,,,,9,,,,,194851995902,1360.77711,shopify,0,deny,manual,160.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-clay,,,,,,,,,9 1/2,,,,,194851995858,1360.77711,shopify,0,deny,manual,160.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-clay,,,,,,,,,10,,,,,194851995865,1360.77711,shopify,0,deny,manual,160.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-clay,,,,,,,,,10 1/2,,,,,194851995810,1360.77711,shopify,0,deny,manual,160.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-clay,,,,,,,,,11,,,,,194851995735,1360.77711,shopify,21,deny,manual,160.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-clay,,,,,,,,,11 1/2,,,,,194851995834,1360.77711,shopify,29,deny,manual,160.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-clay,,,,,,,,,12,,,,,194851995872,1360.77711,shopify,15,deny,manual,160.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-clay,,,,,,,,,13,,,,,194851995827,1360.77711,shopify,6,deny,manual,160.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-red,Red clay Asics color Brick,"<meta charset=""UTF-8"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Denim Tears x ASICS GEL</span><span data-mce-fragment=""1"">-</span><span data-mce-fragment=""1"">MC PLUS™</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">An archived ASICS running shoe that was originally created in 1995 by GEL-Lyte III designer, Shigeyuki Mitsui. </span></p>
<p data-mce-fragment=""1""><meta charset=""UTF-8""><span data-mce-fragment=""1"">Inspired by Tremaines childhood summers spent in Harlem, GA, the </span><span data-mce-fragment=""1"">color ways tie directly back to the red clay </span><span data-mce-fragment=""1"">that stained Emory’s sneakers when </span><span data-mce-fragment=""1"">he played outside as a child on Harlem’s unpaved, red clay roads.</span></p>
<p data-mce-fragment=""1""><br></p>",DENIM TEARS,,Shoes,"",true,Size,4,,,,,194851996114,1360.77711,shopify,4,deny,manual,160.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/1201A458_600_SR_RT_GLB.png?v=1632925698,1,,false,,,,,,,,,,,,,,,,,lb,PC040144,70.40,active
asics-red,,,,,,,,,4 1/2,,,,,194851996077,1360.77711,shopify,4,deny,manual,160.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/1201A458_600_SB_BK_GLB.png?v=1632925698,2,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-red,,,,,,,,,5,,,,,194851996169,1360.77711,shopify,1,deny,manual,160.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/1201A458_600_SB_BT_GLB.png?v=1632925698,3,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-red,,,,,,,,,5 1/2,,,,,194851996138,1360.77711,shopify,0,deny,manual,160.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/1201A458_600_SB_FL_GLB.png?v=1632925698,4,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-red,,,,,,,,,6,,,,,194851996107,1360.77711,shopify,2,deny,manual,160.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/1201A458_600_SB_FR_GLB.png?v=1632925698,5,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-red,,,,,,,,,6 1/2,,,,,194851996220,1360.77711,shopify,10,deny,manual,160.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/1201A458_600_SB_TP_GLB.png?v=1632925698,6,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-red,,,,,,,,,7,,,,,194851996183,1360.77711,shopify,10,deny,manual,160.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/1201A458_600_SR_LT_GLB.png?v=1632925698,7,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-red,,,,,,,,,7 1/2,,,,,194851996121,1360.77711,shopify,8,deny,manual,160.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-red,,,,,,,,,8,,,,,194851996206,1360.77711,shopify,18,deny,manual,160.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-red,,,,,,,,,8 1/2,,,,,194851996213,1360.77711,shopify,20,deny,manual,160.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-red,,,,,,,,,9,,,,,194851996152,1360.77711,shopify,14,deny,manual,160.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-red,,,,,,,,,9 1/2,,,,,194851996091,1360.77711,shopify,0,deny,manual,160.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-red,,,,,,,,,10,,,,,194851996190,1360.77711,shopify,-1,deny,manual,160.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-red,,,,,,,,,10 1/2,,,,,194851996237,1360.77711,shopify,0,deny,manual,160.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-red,,,,,,,,,11,,,,,194851996244,1360.77711,shopify,34,deny,manual,160.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-red,,,,,,,,,11 1/2,,,,,194851996176,1360.77711,shopify,17,deny,manual,160.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-red,,,,,,,,,12,,,,,194851996084,1360.77711,shopify,6,deny,manual,160.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
asics-red,,,,,,,,,13,,,,,194851996145,1360.77711,shopify,0,deny,manual,160.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,70.40,
denim-tears-long-sleeve-1,Floral Long Sleeve Tee Black,"<p>MADE IN THE USA</p>
<p>100% COTTON</p>",DENIM TEARS,,,"",false,Size,S,,,,,101-010-01-S,907.18474,shopify,1,deny,manual,55.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/logoShirtlongsleeve.png?v=1635455193,1,,false,,,,,,,,,,,,,,,,,lb,,24.00,draft
denim-tears-long-sleeve-1,,,,,,,,,M,,,,,101-010-01-M,907.18474,shopify,0,deny,manual,55.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,24.00,
denim-tears-long-sleeve-1,,,,,,,,,L,,,,,101-010-01-L,907.18474,shopify,0,deny,manual,55.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,24.00,
denim-tears-long-sleeve-1,,,,,,,,,XL,,,,,101-010-01-XL,907.18474,shopify,0,deny,manual,55.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,24.00,
denim-tears-long-sleeve-1,,,,,,,,,XXL,,,,,101-010-01-XXL,907.18474,shopify,0,deny,manual,55.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,24.00,
denim-tears-long-sleeve,Floral Long Sleeve Tee Grey,"<p>MADE IN THE USA</p>
<p>100% COTTON</p>",DENIM TEARS,,,"",false,Size,S,,,,,101-070-01-S,907.18474,shopify,0,deny,manual,55.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/StudioSession06-23-2021-064.jpg?v=1630688437,1,,false,,,,,,,,,,,,,,,,,lb,,24.00,draft
denim-tears-long-sleeve,,,,,,,,,M,,,,,101-070-01-M,907.18474,shopify,8,deny,manual,55.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/StudioSession06-23-2021-066.jpg?v=1630688437,2,,,,,,,,,,,,,,,,,,,lb,,24.00,
denim-tears-long-sleeve,,,,,,,,,L,,,,,101-070-01-L,907.18474,shopify,0,deny,manual,55.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,24.00,
denim-tears-long-sleeve,,,,,,,,,XL,,,,,101-070-01-XL,907.18474,shopify,1,deny,manual,55.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,24.00,
denim-tears-long-sleeve,,,,,,,,,XXL,,,,,101-070-01-XXL,907.18474,shopify,0,deny,manual,55.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,24.00,
denim-tears-longsleeve,Floral Long Sleeve Tee White,"<p>MADE IN THE USA</p>
<p>100% COTTON</p>",DENIM TEARS,,,"",false,Size,S,,,,,101-500-01-S,907.18474,shopify,0,deny,manual,55.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/074.jpg?v=1630687901,1,,false,,"This t-shirt is made in the USA from 100% Cotton
",,,,,,,,,,,,,,,lb,,24.00,draft
denim-tears-longsleeve,,,,,,,,,M,,,,,101-500-01-M,907.18474,shopify,2,deny,manual,55.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/078.jpg?v=1630687902,2,,,,,,,,,,,,,,,,,,,lb,,24.00,
denim-tears-longsleeve,,,,,,,,,L,,,,,101-500-01-L,907.18474,shopify,0,deny,manual,55.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,24.00,
denim-tears-longsleeve,,,,,,,,,XL,,,,,101-500-01-XL,907.18474,shopify,0,deny,manual,55.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,24.00,
denim-tears-longsleeve,,,,,,,,,XXL,,,,,101-500-01-XXL,907.18474,shopify,-2,deny,manual,55.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,24.00,
crown-made-of-cotton-1,Crown Made of Cotton Mohair Sweater,"<p>Japanese yarn </p>
<p>55% Kid Mohair 30% Nylon 15% Wool </p>
<p><br></p>",DENIM TEARS,,,"",true,Size,S,,,,,302-020-02-S,907.18474,shopify,1,deny,manual,280.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/DSCF5616.png?v=1630623037,1,,false,,,,,,,,,,,,,,,,,lb,PC040100,82.00,active
crown-made-of-cotton-1,,,,,,,,,M,,,,,302-020-02-M,907.18474,shopify,5,deny,manual,280.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/bluemohairclose.jpg?v=1635885073,2,,,,,,,,,,,,,,,,,,,lb,PC040100,82.00,
crown-made-of-cotton-1,,,,,,,,,L,,,,,302-020-02-L,907.18474,shopify,9,deny,manual,280.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040100,82.00,
crown-made-of-cotton-1,,,,,,,,,XL,,,,,302-020-02-XL,907.18474,shopify,15,deny,manual,280.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040100,82.00,
crown-made-of-cotton-1,,,,,,,,,XXL,,,,,302-020-02-XXL,907.18474,shopify,10,deny,manual,280.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040100,82.00,
saint-mary-1,Black Madonna Mohair Sweater,"<p>Japanese yarn </p>
<p>55% Kid Mohair 30% Nylon 15% Wool </p>
<p><br></p>",DENIM TEARS,,,"",true,Size,S,,,,,302-101-03-S,907.18474,shopify,2,deny,manual,280.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/014.jpg?v=1630622967,1,,false,,"This mohair sweater is made from 55% Japanese yarn, 30% Kid Mohair, and 15% Nylon Wool",,,,,,,,,,,,,,,lb,PC040100,82.00,active
saint-mary-1,,,,,,,,,M,,,,,302-101-03-M,907.18474,shopify,6,deny,manual,280.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/Blackmohairclose.jpg?v=1635884983,2,,,,,,,,,,,,,,,,,,,lb,PC040100,82.00,
saint-mary-1,,,,,,,,,L,,,,,302-101-03-L,907.18474,shopify,10,deny,manual,280.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/015.jpg?v=1635884983,3,,,,,,,,,,,,,,,,,,,lb,PC040100,82.00,
saint-mary-1,,,,,,,,,XL,,,,,302-101-03-XL,907.18474,shopify,19,deny,manual,280.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040100,82.00,
saint-mary-1,,,,,,,,,XXL,,,,,302-101-03-XXL,907.18474,shopify,12,deny,manual,280.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040100,82.00,
